Kalkış-Varış;Tarife Fiyatı;Tarife İndirimli;KM;Fiyat/KM
Aliağa - Çine;1010;707;219;4,61
Çine - Kaş;1065;745,5;289;3,69
Aşkale - Çine;2880;2016;1422;2,03
Altınova (Ayvalık) - Çine;1240;868;310;4
Ayvalık - Çine;1240;868;310;4
Burhaniye - Çine;1315;920,5;343;3,83
Çine - Edremit;1315;920,5;356;3,69
Balıkesir - Çine;1315;920,5;331;3,97
Banaz - Çine;1180;826;287;4,11
Bartın - Çine;2550;1785;896;2,85
Beşiri - Çine;2540;1778;1529;1,66
Bismil - Çine;2540;1778;1467;1,73
Çine - Yeniçağa;2550;1785;763;3,34
Çine - Gemlik;1820;1274;507;3,59
Çine - Orhangazi;1820;1274;523;3,48
Bursa - Çine;1580;1106;479;3,3
Ceyhan - Çine;1980;1386;950;2,08
Çine - Ezine;1860;1302;439;4,24
Çanakkale - Çine;2100;1470;490;4,29
Çine - Dalaman;905;633,5;148;6,11
Akçakoca - Çine;2910;2037;697;4,18
Çine - Ereğli_Konya;1530;1071;696;2,2
Çine - Ereğli_Konya;1530;1071;696;2,2
Çine - Eynesil;2420;1694;1319;1,83
Çine - Fethiye;910;637;185;4,92
Çine - Gölcük;2500;1750;593;4,22
Çine - İstanbul Avrupa;2020;1414;721;2,8
Çine - İstanbul Anadolu;2020;1414;722;2,8
Çine - Kalkan;1065;745,5;289;3,69
Çine - Karabük;2670;1869;826;3,23
Çine - Karacabey;1175;822,5;419;2,8
Çine - Karamürsel;2500;1750;575;4,35
Çine - Lüleburgaz;1785;1249,5;705;2,53
Çine - Kırklareli;2450;1715;723;3,39
Çine - Gebze;1900;1330;660;2,88
Çine - Ilgın;1480;1036;463;3,2
Çine - Kurtalan;2660;1862;1569;1,7
Çine - Kütahya;1490;1043;392;3,8
Çine - Kula (TR);825;577,5;234;3,53
Çine - Salihli;1115;780,5;221;5,05
Çine - Manisa;945;661,5;191;4,95
Çine - Turgutlu;1090;763;181;6,02
Bodrum - Çine;620;434;120;5,17
Çine - Datça;1040;728;181;5,75
Çine - Köyceğiz;760;532;121;6,28
Çine - Marmaris;710;497;114;6,23
Çine - Muğla;530;371;62;8,55
Çine - Milas;590;413;77;7,66
Çine - Ortaca;905;633,5;139;6,51
Çine - Yatağan;615;430,5;38;16,18
Çine - M.Kemal Paşa;1750;1225;402;4,35
Çine - Düziçi;1980;1386;1018;1,94
Çine - Osmaniye;1980;1386;987;2,01
Çine - Polatlı;1130;791;558;2,03
Çine - Rize;2710;1897;1455;1,86
Çine - Sarayköy;770;539;141;5,46
Çine - Sarıkaya;2420;1694;899;2,69
Çine - Gerze;3140;2198;1041;3,02
Çine - Susurluk;1630;1141;372;4,38
Çine - Sürmene;2600;1820;1416;1,84
Çine - Şanlıurfa;2200;1540;1256;1,75
Çine - Siverek;2770;1939;1393;1,99
Çine - Şarkikaraağaç;1245;871,5;424;2,94
Çine - Çorlu;2420;1694;700;3,46
Çine - Tekkeköy;2150;1505;1065;2,02
Çine - Uşak;1180;826;254;4,65
Çine - Erciş;2880;2016;1751;1,64
Çine - Yalova;2060;1442;546;3,77
Çine - Yerköy;2200;1540;825;2,67
Boğazlıyan - Çine;2420;1694;862;2,81
Çine - Yozgat;2200;1540;857;2,57
Çine - Sorgun;2200;1540;891;2,47
Çine - Ereğli_Kdz;2910;2037;734;3,96
Çine - Ereğli_Kdz;2910;2037;734;3,96
Çine - Gökçebey;2550;1785;841;3,03
Çine - Zonguldak;2910;2037;780;3,73
Afyon - Didim;1130;791;437;2,59
Alaplı - Didim;2910;2037;769;3,78
Ankara - Didim;1360;952;699;1,95
Balıkesir - Didim;1175;822,5;335;3,51
Banaz - Didim;1180;826;346;3,41
Amasra - Didim;3320;2324;972;3,42
Bartın - Didim;3080;2156;955;3,23
Didim - Gemlik;1515;1060,5;512;2,96
Didim - Orhangazi;1800;1260;528;3,41
Bursa - Didim;1750;1225;484;3,62
Çaycuma - Didim;3080;2156;911;3,38
Çorum - Didim;1920;1344;942;2,04
Didim - Sungurlu;1750;1225;870;2,01
Didim - Diyarbakır;2880;2016;1474;1,95
Akçakoca - Didim;2910;2037;745;3,91
Didim - Düzce;2610;1827;715;3,65
Didim - Gölcük;2440;1708;598;4,08
Didim - Havza;2200;1540;1029;2,14
Didim - İzmir;620;434;168;3,69
Didim - Selçuk;670;469;92;7,28
Didim - Karamürsel;2440;1708;579;4,21
Didim - Kırıkkale;1470;1029;776;1,89
Didim - Kocaeli;2440;1708;615;3,97
Didim - Kozcağız;3080;2156;955;3,23
Akhisar - Didim;1180;826;246;4,8
Didim - Kula (TR);1180;826;272;4,34
Didim - Salihli;990;693;226;4,38
Didim - Manisa;1090;763;196;5,56
Didim - Turgutlu;945;661,5;186;5,08
Didim - Mardin;2880;2016;1500;1,92
Didim - Merzifon;2090;1463;1004;2,08
Didim - M.Kemal Paşa;1695;1186,5;406;4,17
Didim - Polatlı;1245;871,5;617;2,02
Didim - Sakarya;2540;1778;650;3,91
Didim - Samsun;2320;1624;1106;2,1
Didim - Kavak;2200;1540;1065;2,07
Didim - Sarıkaya;2420;1694;959;2,52
Didim - Susurluk;1600;1120;377;4,24
Didim - Uşak;1180;826;313;3,77
Didim - Yalova;2090;1463;551;3,79
Didim - Yerköy;2260;1582;885;2,55
Boğazlıyan - Didim;2420;1694;921;2,63
Didim - Yozgat;2260;1582;916;2,47
Didim - Sorgun;2260;1582;951;2,38
Didim - Ereğli_Kdz;2910;2037;782;3,72
Didim - Ereğli_Kdz;2910;2037;782;3,72
Didim - Kozlu;2910;2037;822;3,54
Didim - Zonguldak;2910;2037;828;3,51
Acıgöl - Aydın;1605;1123,5;706;2,27
Adıyaman - Aydın;2540;1778;1234;2,06
Aydın - Çay;1280;896;337;3,8
Afyon - Aydın;1180;826;342;3,45
Aydın - Sultandağı;1280;896;357;3,59
Aydın - Patnos;2880;2016;1666;1,73
Ağrı - Aydın;2430;1701;1619;1,5
Aksaray - Aydın;1470;1029;654;2,25
Alaplı - Aydın;2730;1911;685;3,99
Alanya - Aydın;1410;987;485;2,91
Aydın - Kaş;1350;945;326;4,14
Antalya - Aydın;1095;766,5;352;3,11
Aydın - Serik;1245;871,5;389;3,2
Aşkale - Aydın;2540;1778;1386;1,83
Altınova (Ayvalık) - Aydın;1190;833;272;4,38
Aydın - Gönen;1410;987;390;3,62
Aydın - Balıkesir;840;588;293;2,87
Aydın - Banaz;1480;1036;251;5,9
Aydın - Beşiri;2430;1701;1493;1,63
Aydın - Beyşehir;1125;787,5;445;2,53
Aydın - Bilecik;1580;1106;467;3,38
Aydın - Bozüyük;1480;1036;434;3,41
Aydın - Bismil;2430;1701;1431;1,7
Aydın - Bolu;2200;1540;677;3,25
Aydın - Boyabat;2880;2016;935;3,08
Aydın - Bucak;960;672;334;2,87
Aydın - Burdur;935;654,5;288;3,25
Aydın - Gemlik;1695;1186,5;470;3,61
Aydın - Orhangazi;1660;1162;486;3,42
Aydın - Bursa;1410;987;441;3,2
Aydın - Ceyhan;1865;1305,5;914;2,04
Aydın - Biga;1360;952;458;2,97
Aydın - Çan;1350;945;417;3,24
Aydın - Dalaman;915;640,5;186;4,92
Aydın - Çivril;850;595;215;3,95
Aydın - Denizli;515;360,5;126;4,09
Akçakoca - Aydın;2730;1911;661;4,13
Aydın - Düzce;2200;1540;631;3,49
Aydın - Erzincan;2150;1505;1254;1,71
Aydın - Fethiye;905;633,5;222;4,08
Aydın - Finike;1500;1050;372;4,03
Aydın - Gölbaşı (Adıyaman);2540;1778;1171;2,17
Aydın - Gölcük;2370;1659;556;4,26
Aydın - Isparta;835;584,5;290;2,88
Aydın - Yalvaç;1075;752,5;359;2,99
Aydın - İmranlı;2320;1624;1107;2,1
Aydın - İstanbul Avrupa;1850;1295;683;2,71
Aydın - İstanbul Anadolu;1850;1295;685;2,7
Aydın - Kahramanmaraş;2320;1624;1071;2,17
Aydın - Kalkan;1240;868;326;3,8
Aydın - Karabük;2540;1778;790;3,22
Aydın - Safranbolu;2540;1778;802;3,17
Aydın - Karacabey;1170;819;382;3,06
Aydın - Karamürsel;2370;1659;537;4,41
Araç - Aydın;2730;1911;807;3,38
Aydın - Kastamonu;2850;1995;845;3,37
Aydın - Kırklareli;2450;1715;685;3,58
Aydın - Gebze;1740;1218;623;2,79
Akşehir - Aydın;1130;791;385;2,94
Aydın - Ilgın;1130;791;427;2,65
Aydın - Konya;1470;1029;516;2,85
Aydın - Kurtalan;2660;1862;1533;1,74
Aydın - Kütahya;1410;987;356;3,96
Aydın - Kula (TR);800;560;198;4,04
Aydın - Salihli;985;689,5;183;5,38
Aydın - Manisa;575;402,5;154;3,73
Aydın - Turgutlu;915;640,5;143;6,4
Aydın - Mardin;2770;1939;1405;1,97
Aydın - Mercan;2150;1505;1349;1,59
Aydın - Bodrum;725;507,5;140;5,18
Aydın - Datça;1125;787,5;219;5,14
Aydın - Marmaris;710;497;152;4,67
Aydın - M.Kemal Paşa;1530;1071;364;4,2
Aydın - Göreme;1605;1123,5;731;2,2
Aydın - Nevşehir;1605;1123,5;731;2,2
Aydın - Düziçi;1980;1386;982;2,02
Aydın - Osmaniye;1865;1305,5;951;1,96
Aydın - Polatlı;1270;889;522;2,43
Aydın - Rize;2540;1778;1419;1,79
Aydın - Sakarya;2500;1750;566;4,42
Aydın - Sarayköy;515;360,5;105;4,9
Aydın - Sarıkaya;2320;1624;863;2,69
Aydın - Gerze;2970;2079;1005;2,96
Aydın - Sivas;2320;1624;1005;2,31
Aydın - Şarkışla;2260;1582;923;2,45
Aydın - Susurluk;1180;826;335;3,52
Aydın - Sürmene;2420;1694;1380;1,75
Aydın - Şanlıurfa;2090;1463;1220;1,71
Aydın - Siverek;2430;1701;1357;1,79
Aydın - Şarkikaraağaç;1075;752,5;388;2,77
Aydın - Çorlu;1945;1361,5;662;2,94
Aydın - Tekirdağ;2240;1568;622;3,6
Aydın - Tercan;2150;1505;1349;1,59
Aydın - Uşak;1130;791;218;5,18
Aydın - Yalova;1920;1344;508;3,78
Aydın - Yerköy;2090;1463;789;2,65
Aydın - Boğazlıyan;2320;1624;826;2,81
Aydın - Yozgat;2090;1463;821;2,55
Aydın - Sorgun;2090;1463;855;2,44
Aydın - Zara;2320;1624;1073;2,16
Aydın - Ereğli_Kdz;2850;1995;698;4,08
Aydın - Ereğli_Kdz;2850;1995;698;4,08
Aydın - Kozlu;2850;1995;738;3,86
Aydın - Zonguldak;2850;1995;744;3,83
Acıgöl - Kuşadası;1810;1267;772;2,34
Kuşadası - Sultandağı;1255;878,5;423;2,97
Alaplı - Kuşadası;2800;1960;697;4,02
Aşkale - Kuşadası;2880;2016;1453;1,98
Altınova (Ayvalık) - Kuşadası;1180;826;243;4,86
Balıkesir - Kuşadası;950;665;264;3,6
Amasra - Kuşadası;3080;2156;861;3,58
Bartın - Kuşadası;2680;1876;844;3,18
Bolu - Kuşadası;2630;1841;689;3,82
Kuşadası - Yeniçağa;2680;1876;727;3,69
Gemlik - Kuşadası;1410;987;440;3,2
Kuşadası - Orhangazi;1740;1218;457;3,81
Bursa - Kuşadası;1450;1015;412;3,52
Ezine - Kuşadası;1605;1123,5;372;4,31
Çaycuma - Kuşadası;2680;1876;800;3,35
Çorum - Kuşadası;1750;1225;893;1,96
Kuşadası - Sungurlu;1750;1225;821;2,13
Devrek - Kuşadası;2680;1876;792;3,38
Akçakoca - Kuşadası;2800;1960;673;4,16
Düzce - Kuşadası;2540;1778;643;3,95
Erzincan - Kuşadası;2540;1778;1320;1,92
Gölcük - Kuşadası;2320;1624;526;4,41
İmranlı - Kuşadası;2430;1701;1173;2,07
İstanbul Avrupa - Kuşadası;2010;1407;653;3,08
İstanbul Avrupa - Kuşadası;2010;1407;654;3,07
İstanbul Anadolu - Kuşadası;2010;1407;655;3,07
Karamürsel - Kuşadası;2320;1624;508;4,57
Kayseri - Kuşadası;2430;1701;878;2,77
Kırıkkale - Kuşadası;1470;1029;727;2,02
Gebze - Kuşadası;1900;1330;593;3,2
Kocaeli - Kuşadası;2320;1624;544;4,26
Ilgın - Kuşadası;1360;952;493;2,76
Kozcağız - Kuşadası;2680;1876;844;3,18
Akhisar - Kuşadası;755;528,5;175;4,31
Kuşadası - Manisa;675;472,5;124;5,44
Kuşadası - Mengen (TR);2680;1876;752;3,56
Kuşadası - Mercan;2540;1778;1416;1,79
Kuşadası - Merzifon;2200;1540;955;2,3
Bodrum - Kuşadası;415;290,5;156;2,66
Kuşadası - Milas;590;413;105;5,62
Kuşadası - M.Kemal Paşa;1470;1029;335;4,39
Göreme - Kuşadası;1810;1267;797;2,27
Avanos - Kuşadası;1810;1267;815;2,22
Kuşadası - Nevşehir;1810;1267;797;2,27
Kuşadası - Sakarya;2320;1624;578;4,01
Kuşadası - Samsun;2320;1624;1057;2,19
Kavak - Kuşadası;2320;1624;1016;2,28
Kuşadası - Şarkışla;2320;1624;989;2,35
Kuşadası - Susurluk;1420;994;305;4,66
Kuşadası - Tercan;2540;1778;1416;1,79
Kuşadası - Yıldızeli;2430;1701;1045;2,33
Akdağmadeni - Kuşadası;2320;1624;971;2,39
Boğazlıyan - Kuşadası;2420;1694;892;2,71
Kuşadası - Yozgat;2260;1582;867;2,61
Kuşadası - Sorgun;2260;1582;902;2,51
Kuşadası - Zara;2430;1701;1139;2,13
Ereğli_Kdz - Kuşadası;2900;2030;710;4,08
Ereğli_Kdz - Kuşadası;2900;2030;710;4,08
Gökçebey - Kuşadası;2680;1876;812;3,3
Kozlu - Kuşadası;2900;2030;750;3,87
Kuşadası - Zonguldak;2900;2030;756;3,84
Acıgöl - Söke;1750;1225;751;2,33
Adıyaman - Söke;2770;1939;1279;2,17
Sandıklı - Söke;1190;833;325;3,66
Söke - Sultandağı;1130;791;402;2,81
Alaplı - Söke;2790;1953;718;3,89
Ankara - Söke;1290;903;649;1,99
Aşkale - Söke;2880;2016;1431;2,01
Balıkesir - Söke;1005;703,5;285;3,53
Banaz - Söke;1010;707;296;3,41
Amasra - Söke;3080;2156;921;3,34
Bartın - Söke;2680;1876;905;2,96
Beyşehir - Söke;1130;791;490;2,31
Bilecik - Söke;1910;1337;512;3,73
Bozüyük - Söke;1860;1302;478;3,89
Bolu - Söke;2610;1827;710;3,68
Söke - Yeniçağa;2680;1876;771;3,48
Gemlik - Söke;1420;994;461;3,08
Orhangazi - Söke;1810;1267;478;3,79
Bursa - Söke;1410;987;433;3,26
Çaycuma - Söke;2680;1876;861;3,11
Devrek - Söke;2680;1876;830;3,23
Diyarbakır - Söke;2880;2016;1424;2,02
Akçakoca - Söke;2790;1953;694;4,02
Düzce - Söke;2450;1715;664;3,69
Eğirdir - Söke;1010;707;367;2,75
Erzincan - Söke;2540;1778;1299;1,96
Gölbaşı (Adıyaman) - Söke;2770;1939;1216;2,28
Isparta - Söke;1010;707;335;3,01
İmranlı - Söke;2370;1659;1152;2,06
İstanbul Avrupa - Söke;2010;1407;675;2,98
İstanbul Anadolu - Söke;2010;1407;677;2,97
Kahramanmaraş - Söke;2540;1778;1116;2,28
Karabük - Söke;2790;1953;835;3,34
Karamürsel - Söke;2320;1624;529;4,39
Kastamonu - Söke;3030;2121;890;3,4
Kayseri - Söke;2430;1701;856;2,84
Ilgın - Söke;1245;871,5;472;2,64
Kozcağız - Söke;2680;1876;905;2,96
Akhisar - Söke;1090;763;196;5,56
Manisa - Söke;945;661,5;145;6,52
Söke - Turgutlu;810;567;135;6
Mardin - Söke;2880;2016;1450;1,99
Mengen (TR) - Söke;2680;1876;790;3,39
Mercan - Söke;2540;1778;1394;1,82
Merzifon - Söke;2090;1463;954;2,19
Bodrum - Söke;575;402,5;132;4,36
Milas - Söke;470;329;81;5,8
M.Kemal Paşa - Söke;1540;1078;356;4,33
Göreme - Söke;1750;1225;776;2,26
Avanos - Söke;1750;1225;794;2,2
Nevşehir - Söke;1750;1225;776;2,26
Polatlı - Söke;1245;871,5;567;2,2
Samsun - Söke;2320;1624;1055;2,2
Kavak - Söke;2200;1540;1015;2,17
Sarayköy - Söke;755;528,5;150;5,03
Şarkışla - Söke;2260;1582;968;2,33
Söke - Susurluk;1420;994;327;4,34
Şanlıurfa - Söke;2320;1624;1265;1,83
Şarkikaraağaç - Söke;1075;752,5;433;2,48
Söke - Tekirdağ;2060;1442;614;3,36
Söke - Tercan;2540;1778;1394;1,82
Söke - Yalova;2050;1435;500;4,1
Söke - Yıldızeli;2370;1659;1043;2,27
Akdağmadeni - Söke;2430;1701;969;2,51
Boğazlıyan - Söke;2420;1694;871;2,78
Söke - Sorgun;2260;1582;900;2,51
Söke - Zara;2370;1659;1118;2,12
Ereğli_Kdz - Söke;2900;2030;731;3,97
Ereğli_Kdz - Söke;2900;2030;731;3,97
Gökçebey - Söke;2680;1876;850;3,15
Kozlu - Söke;2900;2030;771;3,76
Söke - Zonguldak;2900;2030;777;3,73
Altınova (Ayvalık) - Dinar;1550;1085;440;3,52
Aliağa - Altınova (Ayvalık);555;388,5;91;6,1
Altınova (Ayvalık) - Antalya;1865;1305,5;561;3,32
Altınova (Ayvalık) - Söke;1240;868;264;4,7
Altınova (Ayvalık) - Burdur;1480;1036;497;2,98
Altınova (Ayvalık) - Gemlik;1240;868;305;4,07
Altınova (Ayvalık) - İnegöl;1075;752,5;335;3,21
Altınova (Ayvalık) - Orhangazi;1240;868;322;3,85
Altınova (Ayvalık) - Dikili;375;262,5;38;9,87
Altınova (Ayvalık) - Fethiye;1980;1386;495;4
Altınova (Ayvalık) - Isparta;1750;1225;499;3,51
Altınova (Ayvalık) - Bergama;445;311,5;61;7,3
Altınova (Ayvalık) - Çandarlı;375;262,5;38;9,87
Altınova (Ayvalık) - Bodrum;1580;1106;396;3,99
Altınova (Ayvalık) - Milas;1515;1060,5;345;4,39
Altınova (Ayvalık) - M.Kemal Paşa;905;633,5;200;4,53
Altınova (Ayvalık) - Polatlı;1480;1036;598;2,47
Adana - Ayvalık;2090;1463;1014;2,06
Ayvalık - Dinar;1550;1085;440;3,52
Aliağa - Ayvalık;555;388,5;91;6,1
Antalya - Ayvalık;1865;1305,5;561;3,32
Aydın - Ayvalık;1190;833;272;4,38
Ayvalık - Kuşadası;1180;826;243;4,86
Ayvalık - Söke;1240;868;264;4,7
Ayvalık - Burdur;1480;1036;497;2,98
Ayvalık - Gemlik;1240;868;305;4,07
Ayvalık - Orhangazi;1240;868;322;3,85
Ayvalık - Ceyhan;2150;1505;1064;2,02
Ayvalık - Dikili;375;262,5;38;9,87
Ayvalık - Diyarbakır;2880;2016;1543;1,87
Ayvalık - Gaziantep;2320;1624;1225;1,89
Ayvalık - Isparta;1750;1225;499;3,51
Ayvalık - İstanbul Avrupa;1370;959;486;2,82
Ayvalık - Bergama;445;311,5;61;7,3
Ayvalık - Çandarlı;375;262,5;38;9,87
Ayvalık - Gebze;1210;847;458;2,64
Ayvalık - Küçükkuyu;540;378;107;5,05
Ayvalık - Bodrum;1580;1106;396;3,99
Ayvalık - Milas;1515;1060,5;345;4,39
Ayvalık - Niğde;2090;1463;900;2,32
Ayvalık - Osmaniye;2200;1540;1101;2
Ayvalık - Polatlı;1480;1036;598;2,47
Ayvalık - Sarayköy;1445;1011,5;313;4,62
Ayvalık - Sivas;2710;1897;1124;2,41
Ayvalık - Şanlıurfa;2540;1778;1370;1,85
Ayvalık - Siverek;2770;1939;1521;1,82
Ayvalık - Tekirdağ;1210;847;350;3,46
Ayvalık - Yerköy;2200;1540;866;2,54
Ayvalık - Yıldızeli;2710;1897;1075;2,52
Akdağmadeni - Ayvalık;2200;1540;1000;2,2
Ayvalık - Yozgat;2200;1540;897;2,45
Ayvalık - Sorgun;2320;1624;932;2,49
Acıgöl - Bandırma;1920;1344;759;2,53
Bandırma - Çay;1380;966;448;3,08
Bandırma - Sandıklı;1360;952;440;3,09
Bandırma - Sultandağı;1380;966;468;2,95
Alanya - Bandırma;1920;1344;740;2,59
Bandırma - Manavgat;1865;1305,5;681;2,74
Bandırma - Serik;1810;1267;645;2,81
Aşkale - Bandırma;2880;2016;1335;2,16
Aydın - Bandırma;1280;896;388;3,3
Bandırma - Bolu;1900;1330;384;4,95
Bandırma - Boyabat;2820;1974;719;3,92
Bandırma - Burdur;1360;952;541;2,51
Bandırma - Gemlik;710;497;135;5,26
Bandırma - Ceyhan;2035;1424,5;1025;1,99
Bandırma - Biga;475;332,5;70;6,79
Bandırma - Çan;620;434;103;6,02
Bandırma - Ezine;735;514,5;181;4,06
Bandırma - Yenice (Çanakkale);665;465,5;91;7,31
Bandırma - Çarşamba;2150;1505;893;2,41
Bandırma - Çorum;1865;1305,5;752;2,48
Bandırma - Sungurlu;1865;1305,5;680;2,74
Bandırma - Denizli;1515;1060,5;381;3,98
Bandırma - Düzce;1900;1330;338;5,62
Bandırma - Ereğli_Konya;1580;1106;771;2,05
Bandırma - Ereğli_Konya;1580;1106;771;2,05
Bandırma - Erzincan;2710;1897;1203;2,25
Bandırma - Geyikli;770;539;181;4,25
Bandırma - Tirebolu;2370;1659;1092;2,17
Bandırma - Gölcük;1270;889;221;5,75
Bandırma - Görele;2370;1659;1109;2,14
Bandırma - Isparta;1360;952;542;2,51
Bandırma - İskenderun;2370;1659;1107;2,14
Bandırma - İstanbul Avrupa;1245;871,5;349;3,57
Bandırma - İstanbul Anadolu;1245;871,5;350;3,56
Bandırma - İzmir;1125;787,5;263;4,28
Bandırma - Karabük;2080;1456;518;4,02
Bandırma - Safranbolu;2080;1456;529;3,93
Bandırma - Karacabey;385;269,5;42;9,17
Bandırma - Karamürsel;1270;889;202;6,29
Araç - Bandırma;2900;2030;584;4,97
Bandırma - Kastamonu;2320;1624;629;3,69
Bandırma - Kayseri;2260;1582;820;2,76
Bandırma - Keçiborlu;1360;952;503;2,7
Bandırma - Kırıkkale;1470;1029;586;2,51
Bandırma - Lüleburgaz;1530;1071;317;4,83
Bandırma - Kırklareli;1360;952;335;4,06
Bandırma - Kırşehir;1640;1148;673;2,44
Bandırma - Gebze;1290;903;288;4,48
Bandırma - Kocaeli;1270;889;238;5,34
Bandırma - Konya;1695;1186,5;627;2,7
Bandırma - Kütahya;1190;833;300;3,97
Bandırma - Mercan;2710;1897;1298;2,09
Bandırma - Merzifon;1920;1344;747;2,57
Bandırma - Mucur;1640;1148;695;2,36
Bandırma - Nazilli;1230;861;408;3,01
Bandırma - Göreme;1920;1344;765;2,51
Avanos - Bandırma;1920;1344;772;2,49
Bandırma - Düziçi;2090;1463;1093;1,91
Bandırma - Perşembe;2260;1582;1007;2,24
Bandırma - Polatlı;1360;952;427;3,19
Bandırma - Sakarya;1450;1015;273;5,31
Bandırma - Sarıkaya;2320;1624;805;2,88
Bandırma - Sinop;2820;1974;801;3,52
Bandırma - Tekirdağ;1245;871,5;272;4,58
Bandırma - Tercan;2710;1897;1298;2,09
Bandırma - Erciş;3220;2254;1663;1,94
Bandırma - Yalova;835;584,5;174;4,8
Bandırma - Yerköy;1980;1386;695;2,85
Bandırma - Boğazlıyan;2320;1624;798;2,91
Bandırma - Yozgat;1980;1386;727;2,72
Bandırma - Zara;2320;1624;1022;2,27
Bandırma - Gökçebey;2440;1708;507;4,81
Burhaniye - Dinar;1600;1120;479;3,34
Aliağa - Burhaniye;635;444,5;124;5,12
Antalya - Burhaniye;1865;1305,5;600;3,11
Aydın - Burhaniye;1345;941,5;305;4,41
Burhaniye - Kuşadası;1125;787,5;276;4,08
Burhaniye - Söke;1240;868;297;4,18
Bozüyük - Burhaniye;1130;791;360;3,14
Burdur - Burhaniye;1690;1183;536;3,15
Burhaniye - Gemlik;1240;868;272;4,56
Burhaniye - İnegöl;960;672;301;3,19
Burhaniye - Orhangazi;1240;868;289;4,29
Burhaniye - Bursa;880;616;244;3,61
Burhaniye - Ezine;555;388,5;96;5,78
Burhaniye - Çorum;2090;1463;889;2,35
Burhaniye - Sungurlu;2090;1463;817;2,56
Burhaniye - Denizli;1385;969,5;374;3,7
Burhaniye - Dikili;475;332,5;71;6,69
Burhaniye - Diyarbakır;2880;2016;1510;1,91
Burhaniye - Eskişehir;1130;791;404;2,8
Burhaniye - Fethiye;1990;1393;528;3,77
Burhaniye - Gaziantep;2320;1624;1206;1,92
Burhaniye - Havza;2260;1582;909;2,49
Burhaniye - Isparta;1740;1218;538;3,23
Burhaniye - İstanbul Avrupa;1290;903;453;2,85
Burhaniye - İstanbul Anadolu;1290;903;471;2,74
Bergama - Burhaniye;740;518;94;7,87
Burhaniye - İzmir;725;507,5;185;3,92
Burhaniye - Çandarlı;475;332,5;71;6,69
Burhaniye - Kırıkkale;1640;1148;723;2,27
Burhaniye - Gebze;1210;847;425;2,85
Burhaniye - Küçükkuyu;400;280;74;5,41
Burhaniye - Merzifon;2200;1540;884;2,49
Bodrum - Burhaniye;1595;1116,5;429;3,72
Burhaniye - Milas;1560;1092;378;4,13
Burhaniye - M.Kemal Paşa;645;451,5;167;3,86
Burhaniye - Nazilli;1480;1036;352;4,2
Burhaniye - Niğde;2090;1463;881;2,37
Burhaniye - Osmaniye;2200;1540;1082;2,03
Burhaniye - Polatlı;1430;1001;565;2,53
Burhaniye - Sarayköy;1385;969,5;353;3,92
Burhaniye - Sivas;2540;1778;1091;2,33
Burhaniye - Siverek;2770;1939;1488;1,86
Burhaniye - Tekirdağ;1325;927,5;316;4,19
Acıgöl - Edremit;2035;1424,5;830;2,45
Dinar - Edremit;1600;1120;473;3,38
Edremit - Sultandağı;1580;1106;481;3,28
Akçaabat - Edremit;2710;1897;1297;2,09
Aliağa - Edremit;635;444,5;137;4,64
Ankara - Edremit;1410;987;640;2,2
Antalya - Edremit;1865;1305,5;594;3,14
Araklı - Edremit;2710;1897;1343;2,02
Aydın - Edremit;1345;941,5;319;4,22
Edremit - Kuşadası;1125;787,5;289;3,89
Edremit - Söke;1240;868;310;4
Bingöl - Edremit;2990;2093;1510;1,98
Edremit - Tatvan;3110;2177;1701;1,83
Edremit - Güroymak;3110;2177;1670;1,86
Bitlis - Edremit;3110;2177;1701;1,83
Burdur - Edremit;1690;1183;530;3,19
Edremit - Gemlik;1240;868;266;4,66
Edremit - İnegöl;960;672;295;3,25
Edremit - Orhangazi;1240;868;282;4,4
Edremit - Ezine;555;388,5;83;6,69
Çarşamba - Edremit;2420;1694;1023;2,37
Çorum - Edremit;2090;1463;883;2,37
Edremit - Sungurlu;2090;1463;811;2,58
Dikili - Edremit;475;332,5;84;5,65
Diyarbakır - Edremit;2880;2016;1504;1,91
Düzce - Edremit;2135;1494,5;468;4,56
Edremit - Kovancılar;2880;2016;1435;2,01
Edremit - Elazığ;2880;2016;1372;2,1
Edremit - Eskişehir;1130;791;398;2,84
Edremit - Eynesil;2540;1778;1253;2,03
Edremit - Fethiye;1990;1393;541;3,68
Edremit - Gaziantep;2320;1624;1200;1,93
Edremit - Gevaş;3450;2415;1801;1,92
Bulancak - Edremit;2540;1778;1165;2,18
Edremit - Giresun;2540;1778;1180;2,15
Edremit - Tirebolu;2600;1820;1223;2,13
Edremit - Havza;2260;1582;903;2,5
Edremit - Isparta;1740;1218;532;3,27
Edremit - İstanbul Avrupa;1290;903;439;2,94
Edremit - İstanbul Anadolu;1290;903;453;2,85
Edremit - İstanbul Anadolu;1290;903;458;2,82
Bergama - Edremit;740;518;107;6,92
Edremit - İzmir;725;507,5;198;3,66
Çandarlı - Edremit;475;332,5;84;5,65
Edremit - Kırıkkale;1640;1148;717;2,29
Edremit - Kırşehir;1980;1386;804;2,46
Edremit - Gebze;1210;847;419;2,89
Edremit - Konya;1865;1305,5;640;2,91
Edremit - Küçükkuyu;400;280;61;6,56
Edremit - Kütahya;1580;1106;314;5,03
Edremit - Malatya;2660;1862;1270;2,09
Edremit - Mersin;2940;2058;978;3,01
Edremit - Merzifon;2200;1540;878;2,51
